Life expectancy at birth (period, 1x1) 	Last modified: 11 Dec 2025; Methods Protocol: v6 (2017) 

PopName    Year       Female    Male     Total
CHE        2010        84.36    80.03    82.29
CHE        2011        84.68    80.29    82.57
CHE        2012        84.61    80.46    82.62
CHE        2013        84.73    80.51    82.69
CHE        2014        85.10    80.92    83.08
CHE        2015        84.88    80.69    82.84
CHE        2016        85.22    81.52    83.45
CHE        2017        85.36    81.36    83.41
CHE        2018        85.37    81.64    83.57
CHE        2019        85.57    81.89    83.78
CHE        2020        85.07    80.99    83.06
CHE        2021        85.61    81.62    83.65
CHE        2022        85.38    81.62    83.53
CHE        2023        85.83    82.21    84.06
CHE        2024        85.90    82.42    84.20
CHL        1992        77.48    71.46    74.50
CHL        1993        77.66    71.42    74.56
CHL        1994        78.19    71.82    75.03
CHL        1995        78.24    71.64    74.95
CHL        1996        78.61    71.87    75.24
CHL        1997        79.08    72.54    75.82
CHL        1998        79.05    72.77    75.93
CHL        1999        79.18    73.02    76.13
CHL        2000        79.93    73.71    76.85
CHL        2001        79.83    73.58    76.73
CHL        2002        80.39    74.07    77.27
CHL        2003        80.40    74.20    77.33
CHL        2004        80.41    74.28    77.38
CHL        2005        80.75    74.71    77.78
CHL        2006        81.08    75.17    78.18
CHL        2007        80.58    74.62    77.64
CHL        2008        81.20    75.19    78.24
CHL        2009        81.38    75.33    78.40
CHL        2010        81.00    75.22    78.15
CHL        2011        81.52    75.93    78.78
CHL        2012        81.39    76.07    78.79
CHL        2013        81.72    76.15    78.99
CHL        2014        81.78    76.30    79.09
CHL        2015        81.97    76.53    79.30
CHL        2016        82.13    76.89    79.57
CHL        2017        82.25    77.10    79.74
CHL        2018        82.51    77.35    79.99
CHL        2019        82.57    77.38    80.03
CHL        2020        81.81    76.07    78.96
CZE        1950        66.83    61.95    64.40
CZE        1951        67.73    62.77    65.26
CZE        1952        69.25    64.42    66.86
CZE        1953        69.92    65.13    67.55
CZE        1954        70.57    65.47    68.05
CZE        1955        71.55    66.33    68.98
CZE        1956        71.97    66.69    69.37
CZE        1957        71.69    66.31    69.03
CZE        1958        72.64    67.23    69.98
CZE        1959        72.68    67.03    69.90
CZE        1960        73.34    67.49    70.45
CZE        1961        73.54    67.61    70.62
CZE        1962        72.86    66.87    69.89
CZE        1963        73.46    67.25    70.39
CZE        1964        73.65    67.46    70.59
CZE        1965        73.39    67.08    70.26
CZE        1966        73.73    67.15    70.46
CZE        1967        73.66    67.03    70.35
CZE        1968        73.38    66.46    69.91
CZE        1969        73.06    65.84    69.42
CZE        1970        72.99    66.04    69.49
CZE        1971        73.37    66.16    69.74
CZE        1972        73.66    66.81    70.23
CZE        1973        73.69    66.53    70.09
CZE        1974        73.60    66.76    70.18
CZE        1975        74.00    66.99    70.49
CZE        1976        74.19    67.04    70.60
CZE        1977        74.20    67.10    70.64
CZE        1978        74.25    67.19    70.71
CZE        1979        74.34    67.32    70.82
CZE        1980        73.92    66.81    70.34
CZE        1981        74.39    67.19    70.77
CZE        1982        74.47    67.32    70.88
CZE        1983        74.30    67.04    70.64
CZE        1984        74.50    67.34    70.90
CZE        1985        74.76    67.49    71.10
CZE        1986        74.67    67.48    71.05
CZE        1987        75.20    67.86    71.51
CZE        1988        75.35    68.10    71.71
CZE        1989        75.43    68.12    71.76
CZE        1990        75.40    67.53    71.41
CZE        1991        75.75    68.23    71.97
CZE        1992        76.18    68.52    72.33
CZE        1993        76.43    69.25    72.85
CZE        1994        76.65    69.49    73.08
CZE        1995        76.65    69.66    73.18
CZE        1996        77.32    70.31    73.84
CZE        1997        77.43    70.42    73.95
CZE        1998        77.99    71.05    74.55
CZE        1999        78.08    71.33    74.74
CZE        2000        78.33    71.55    74.98
CZE        2001        78.51    72.02    75.31
CZE        2002        78.71    72.10    75.44
CZE        2003        78.66    72.08    75.40
CZE        2004        79.21    72.61    75.94
CZE        2005        79.28    72.95    76.16
CZE        2006        79.86    73.47    76.71
CZE        2007        80.08    73.69    76.92
CZE        2008        80.31    73.96    77.17
CZE        2009        80.30    74.15    77.26
CZE        2010        80.64    74.42    77.56
CZE        2011        80.86    74.71    77.81
CZE        2012        80.98    74.95    78.00
CZE        2013        81.15    75.13    78.17
CZE        2014        81.72    75.70    78.74
CZE        2015        81.46    75.61    78.56
CZE        2016        81.86    76.02    78.97
CZE        2017        81.84    75.97    78.93
CZE        2018        81.87    76.02    78.96
CZE        2019        82.07    76.27    79.19
CZE        2020        81.30    75.23    78.24
CZE        2021        80.51    74.11    77.24
DEUTE      1956        70.88    66.39    68.77
DEUTE      1957        70.51    65.83    68.32
DEUTE      1958        70.95    66.48    68.87
DEUTE      1959        70.90    66.29    68.76
DEUTE      1960        71.30    66.48    69.06
DEUTE      1961        72.15    67.27    69.89
DEUTE      1962        72.02    67.28    69.82
DEUTE      1963        72.60    67.76    70.37
DEUTE      1964        72.80    67.89    70.54
DEUTE      1965        72.94    67.97    70.65
DEUTE      1966        73.29    68.36    71.03
DEUTE      1967        73.50    68.44    71.18
DEUTE      1968        73.14    68.03    70.80
DEUTE      1969        73.18    67.85    70.73
DEUTE      1970        73.34    68.14    70.97
DEUTE      1971        73.66    68.59    71.36
DEUTE      1972        73.98    68.69    71.57
DEUTE      1973        74.28    68.81    71.79
DEUTE      1974        74.45    68.96    71.95
DEUTE      1975        74.06    68.57    71.56
DEUTE      1976        74.42    68.86    71.89
DEUTE      1977        74.87    69.01    72.20
DEUTE      1978        74.76    68.83    72.05
DEUTE      1979        74.79    68.76    72.04
DEUTE      1980        74.64    68.71    71.93
DEUTE      1981        74.88    69.00    72.20
DEUTE      1982        75.12    69.13    72.38
DEUTE      1983        75.46    69.51    72.74
DEUTE      1984        75.47    69.70    72.85
DEUTE      1985        75.45    69.56    72.76
DEUTE      1986        75.50    69.62    72.80
DEUTE      1987        75.96    69.88    73.15
DEUTE      1988        76.02    69.83    73.15
DEUTE      1989        76.43    70.18    73.51
DEUTE      1990        76.27    69.22    72.92
DEUTE      1991        76.64    69.44    73.20
DEUTE      1992        77.28    70.00    73.79
DEUTE      1993        77.85    70.33    74.24
DEUTE      1994        78.19    70.67    74.56
DEUTE      1995        78.56    71.17    75.00
DEUTE      1996        78.89    71.68    75.42
DEUTE      1997        79.55    72.33    76.08
DEUTE      1998        79.90    73.07    76.64
DEUTE      1999        80.39    73.44    77.06
DEUTE      2000        80.68    73.72    77.34
DEUTE      2001        81.01    74.31    77.80
DEUTE      2002        80.99    74.43    77.83
DEUTE      2003        81.27    74.55    78.01
DEUTE      2004        81.75    75.16    78.55
DEUTE      2005        81.84    75.45    78.74
DEUTE      2006        82.08    75.75    79.00
DEUTE      2007        82.28    76.04    79.22
DEUTE      2008        82.33    76.21    79.32
DEUTE      2009        82.45    76.29    79.42
DEUTE      2010        82.53    76.48    79.53
DEUTE      2011        82.74    76.83    79.82
DEUTE      2012        82.96    77.03    80.02
DEUTE      2013        82.83    76.98    79.91
DEUTE      2014        83.39    77.41    80.41
DEUTE      2015        83.03    77.04    80.02
DEUTE      2016        83.30    77.46    80.37
DEUTE      2017        83.31    77.65    80.47
DEUTE      2018        83.17    77.52    80.32
DEUTE      2019        83.61    77.91    80.74
DEUTE      2020        83.35    77.47    80.37
DEUTNP     1990        78.42    71.91    75.35
DEUTNP     1991        78.69    72.09    75.56
DEUTNP     1992        79.14    72.53    76.01
DEUTNP     1993        79.21    72.63    76.09
DEUTNP     1994        79.51    72.95    76.39
DEUTNP     1995        79.69    73.12    76.56
DEUTNP     1996        79.86    73.42    76.79
DEUTNP     1997        80.27    73.88    77.23
DEUTNP     1998        80.54    74.32    77.58
DEUTNP     1999        80.75    74.58    77.81
DEUTNP     2000        80.99    74.86    78.06
DEUTNP     2001        81.27    75.28    78.41
DEUTNP     2002        81.28    75.44    78.48
DEUTNP     2003        81.37    75.51    78.54
DEUTNP     2004        81.89    76.15    79.13
DEUTNP     2005        81.96    76.36    79.26
DEUTNP     2006        82.24    76.75    79.59
DEUTNP     2007        82.40    76.91    79.74
DEUTNP     2008        82.39    77.10    79.82
DEUTNP     2009        82.48    77.23    79.92
DEUTNP     2010        82.62    77.43    80.08
DEUTNP     2011        82.82    77.77    80.35
DEUTNP     2012        82.94    77.96    80.50
DEUTNP     2013        82.86    77.98    80.46
DEUTNP     2014        83.33    78.43    80.92
DEUTNP     2015        82.97    78.13    80.57
DEUTNP     2016        83.26    78.38    80.84
DEUTNP     2017        83.29    78.56    80.94
DEUTNP     2018        83.23    78.51    80.88
DEUTNP     2019        83.54    78.83    81.20
DEUTNP     2020        83.43    78.60    81.01
DEUTW      1956        70.89    65.93    68.49
DEUTW      1957        71.06    65.82    68.53
DEUTW      1958        71.80    66.67    69.33
DEUTW      1959        72.04    66.80    69.52
DEUTW      1960        71.89    66.51    69.30
DEUTW      1961        72.45    66.97    69.82
DEUTW      1962        72.79    67.11    70.06
DEUTW      1963        72.76    67.07    70.02
DEUTW      1964        73.55    67.60    70.69
DEUTW      1965        73.41    67.59    70.63
DEUTW      1966        73.52    67.55    70.66
