Life expectancy at birth (period, 1x1) 	Last modified: 11 Dec 2025; Methods Protocol: v6 (2017) 

PopName    Year       Female    Male     Total
DNK        1884        49.37    47.70    48.52
DNK        1885        50.84    48.44    49.62
DNK        1886        49.80    48.16    48.97
DNK        1887        49.65    47.71    48.67
DNK        1888        47.63    45.75    46.69
DNK        1889        49.13    46.51    47.81
DNK        1890        48.43    46.11    47.27
DNK        1891        47.88    45.69    46.78
DNK        1892        48.84    46.02    47.40
DNK        1893        48.30    45.88    47.08
DNK        1894        50.55    48.22    49.38
DNK        1895        52.20    49.56    50.86
DNK        1896        54.56    51.32    52.92
DNK        1897        53.38    50.26    51.80
DNK        1898        54.59    51.65    53.11
DNK        1899        52.43    48.95    50.67
DNK        1900        53.57    50.25    51.90
DNK        1901        54.56    50.79    52.66
DNK        1902        56.22    53.15    54.68
DNK        1903        56.39    53.27    54.83
DNK        1904        57.43    54.00    55.70
DNK        1905        55.78    52.97    54.37
DNK        1906        57.99    54.95    56.47
DNK        1907        57.49    54.71    56.10
DNK        1908        56.38    53.54    54.96
DNK        1909        58.87    55.85    57.36
DNK        1910        59.64    56.44    58.04
DNK        1911        58.68    55.24    56.96
DNK        1912        59.36    56.67    58.01
DNK        1913        60.12    57.63    58.88
DNK        1914        60.11    56.82    58.46
DNK        1915        59.89    56.91    58.40
DNK        1916        58.54    55.29    56.91
DNK        1917        58.49    56.03    57.25
DNK        1918        57.28    55.14    56.22
DNK        1919        57.71    56.08    56.88
DNK        1920        58.47    56.96    57.71
DNK        1921        62.44    60.91    61.66
DNK        1922        61.36    59.95    60.64
DNK        1923        62.06    60.27    61.15
DNK        1924        62.08    60.16    61.09
DNK        1925        62.68    61.19    61.91
DNK        1926        62.55    60.83    61.67
DNK        1927        61.88    60.54    61.19
DNK        1928        62.76    60.94    61.84
DNK        1929        62.77    61.18    61.96
DNK        1930        63.19    61.28    62.22
DNK        1931        62.90    60.88    61.87
DNK        1932        63.44    61.96    62.69
DNK        1933        64.45    62.74    63.58
DNK        1934        65.17    63.04    64.09
DNK        1935        63.86    61.94    62.88
DNK        1936        64.54    62.38    63.44
DNK        1937        65.16    62.75    63.94
DNK        1938        66.07    63.93    64.99
DNK        1939        66.93    64.69    65.80
DNK        1940        67.23    65.32    66.27
DNK        1941        67.06    64.86    65.95
DNK        1942        68.14    66.11    67.12
DNK        1943        68.42    66.44    67.43
DNK        1944        67.40    65.41    66.39
DNK        1945        67.21    64.99    66.08
DNK        1946        68.15    66.35    67.24
DNK        1947        69.65    67.44    68.54
DNK        1948        71.47    68.74    70.09
DNK        1949        71.40    68.85    70.12
DNK        1950        71.52    69.11    70.31
DNK        1951        72.15    69.71    70.92
DNK        1952        72.15    69.39    70.76
DNK        1953        72.47    69.88    71.17
DNK        1954        72.81    69.89    71.34
DNK        1955        73.46    70.39    71.92
DNK        1956        73.71    70.40    72.04
DNK        1957        73.49    70.15    71.81
DNK        1958        74.03    70.48    72.24
DNK        1959        73.87    70.59    72.22
DNK        1960        73.99    70.43    72.20
DNK        1961        74.38    70.56    72.45
DNK        1962        74.44    70.32    72.35
DNK        1963        74.48    70.41    72.42
DNK        1964        74.80    70.29    72.51
DNK        1965        74.65    70.19    72.39
DNK        1966        74.79    70.21    72.47
DNK        1967        75.36    70.62    72.95
DNK        1968        75.58    70.78    73.15
DNK        1969        75.70    70.86    73.25
DNK        1970        75.92    70.87    73.36
DNK        1971        76.16    70.80    73.43
DNK        1972        76.22    70.81    73.47
DNK        1973        76.53    70.97    73.70
DNK        1974        76.82    70.94    73.82
DNK        1975        77.00    71.29    74.10
DNK        1976        76.70    70.93    73.77
DNK        1977        77.67    71.73    74.66
DNK        1978        77.42    71.52    74.43
DNK        1979        77.41    71.20    74.24
DNK        1980        77.18    71.18    74.13
DNK        1981        77.36    71.25    74.25
DNK        1982        77.65    71.60    74.60
DNK        1983        77.55    71.44    74.46
DNK        1984        77.62    71.66    74.62
DNK        1985        77.48    71.53    74.48
DNK        1986        77.53    71.77    74.64
DNK        1987        77.79    71.75    74.75
DNK        1988        77.64    72.04    74.84
DNK        1989        77.76    71.99    74.86
DNK        1990        77.73    72.02    74.87
DNK        1991        77.98    72.47    75.23
DNK        1992        77.97    72.56    75.27
DNK        1993        77.77    72.60    75.19
DNK        1994        78.10    72.78    75.44
DNK        1995        77.84    72.73    75.29
DNK        1996        78.26    73.06    75.67
DNK        1997        78.47    73.56    76.04
DNK        1998        78.89    73.94    76.44
DNK        1999        78.89    74.21    76.58
DNK        2000        79.12    74.44    76.82
DNK        2001        79.22    74.67    76.98
DNK        2002        79.34    74.80    77.10
DNK        2003        79.74    75.03    77.40
DNK        2004        80.11    75.41    77.79
DNK        2005        80.45    75.94    78.23
DNK        2006        80.51    75.90    78.22
DNK        2007        80.53    76.13    78.35
DNK        2008        80.92    76.48    78.72
DNK        2009        81.03    76.84    78.96
DNK        2010        81.33    77.12    79.24
DNK        2011        81.83    77.70    79.79
DNK        2012        82.04    78.07    80.09
DNK        2013        82.31    78.28    80.31
DNK        2014        82.67    78.57    80.64
DNK        2015        82.69    78.77    80.75
DNK        2016        82.79    78.95    80.88
DNK        2017        83.12    79.10    81.11
DNK        2018        82.96    79.02    80.99
DNK        2019        83.42    79.44    81.43
DNK        2020        83.51    79.58    81.55
DNK        2021        83.30    79.57    81.44
DNK        2022        83.18    79.43    81.30
DNK        2023        83.62    79.73    81.66
DNK        2024        83.90    80.17    82.04
ESP        1908        42.35    40.50    41.41
ESP        1909        42.09    39.94    41.00
ESP        1910        42.02    39.71    40.84
ESP        1911        40.77    38.86    39.79
ESP        1912        44.39    42.52    43.43
ESP        1913        43.59    41.67    42.61
ESP        1914        43.70    41.89    42.78
ESP        1915        44.01    42.22    43.09
ESP        1916        44.89    42.98    43.91
ESP        1917        43.58    41.66    42.60
ESP        1918        30.80    29.94    30.36
ESP        1919        42.15    39.78    40.95
ESP        1920        40.50    38.31    39.38
ESP        1921        43.23    40.79    41.99
ESP        1922        45.45    43.00    44.20
ESP        1923        46.02    43.51    44.75
ESP        1924        47.80    44.85    46.30
ESP        1925        48.49    45.51    46.98
ESP        1926        49.22    46.22    47.70
ESP        1927        50.01    46.99    48.48
ESP        1928        50.11    47.15    48.62
ESP        1929        51.16    47.85    49.49
ESP        1930        51.11    47.44    49.25
ESP        1931        51.07    47.55    49.28
ESP        1932        52.85    49.47    51.14
ESP        1933        53.30    49.92    51.60
ESP        1934        54.09    50.39    52.22
ESP        1935        54.60    50.73    52.65
ESP        1936        55.57    46.89    51.01
ESP        1937        52.26    42.91    47.32
ESP        1938        52.17    43.46    47.60
ESP        1939        51.80    43.11    47.23
ESP        1940        52.64    44.89    48.63
ESP        1941        51.47    43.47    47.25
ESP        1942        55.33    49.26    52.26
ESP        1943        57.63    52.13    54.89
ESP        1944        59.24    53.30    56.27
ESP        1945        60.55    54.99    57.79
ESP        1946        60.65    54.56    57.59
ESP        1947        61.66    56.55    59.13
ESP        1948        63.92    58.61    61.31
ESP        1949        63.50    58.32    60.94
ESP        1950        64.16    59.29    61.78
ESP        1951        63.83    59.10    61.50
ESP        1952        67.03    62.55    64.85
ESP        1953        67.90    63.49    65.76
ESP        1954        69.08    64.64    66.93
ESP        1955        68.95    64.38    66.73
ESP        1956        69.03    64.39    66.76
ESP        1957        68.90    64.16    66.58
ESP        1958        71.07    66.40    68.81
ESP        1959        71.08    66.24    68.72
ESP        1960        71.66    66.67    69.23
ESP        1961        71.96    67.08    69.59
ESP        1962        72.07    67.08    69.63
ESP        1963        72.36    67.12    69.79
ESP        1964        73.13    67.78    70.51
ESP        1965        73.56    68.17    70.93
ESP        1966        73.78    68.46    71.18
ESP        1967        74.06    68.57    71.37
ESP        1968        74.37    68.87    71.67
ESP        1969        73.88    68.34    71.15
ESP        1970        74.87    69.32    72.15
ESP        1971        74.56    68.84    71.74
ESP        1972        75.64    70.15    72.95
ESP        1973        75.52    69.85    72.73
ESP        1974        75.93    70.17    73.09
ESP        1975        76.35    70.54    73.49
ESP        1976        76.71    70.81    73.81
ESP        1977        77.23    71.28    74.31
ESP        1978        77.48    71.42    74.50
ESP        1979        78.05    71.84    74.99
ESP        1980        78.55    72.39    75.53
ESP        1981        78.77    72.53    75.70
ESP        1982        79.35    73.17    76.32
ESP        1983        79.13    72.96    76.10
ESP        1984        79.68    73.20    76.48
ESP        1985        79.66    73.10    76.41
ESP        1986        79.89    73.44    76.71
ESP        1987        80.24    73.61    76.96
ESP        1988        80.29    73.56    76.95
ESP        1989        80.50    73.47    77.00
ESP        1990        80.56    73.43    77.00
ESP        1991        80.75    73.51    77.13
ESP        1992        81.26    73.91    77.59
ESP        1993        81.34    74.11    77.73
ESP        1994        81.72    74.50    78.11
ESP        1995        81.84    74.56    78.20
ESP        1996        82.00    74.69    78.34
ESP        1997        82.35    75.33    78.85
ESP        1998        82.42    75.45    78.94
ESP        1999        82.43    75.46    78.95
ESP        2000        82.85    75.97    79.42
ESP        2001        83.16    76.29    79.74
ESP        2002        83.24    76.39    79.82
ESP        2003        83.07    76.42    79.75
ESP        2004        83.65    76.98    80.33
ESP        2005        83.61    77.02    80.32
ESP        2006        84.20    77.69    80.96
ESP        2007        84.16    77.75    80.97
ESP        2008        84.34    78.18    81.28
ESP        2009        84.64    78.57    81.63
ESP        2010        84.99    78.97    82.01
ESP        2011        85.08    79.22    82.19
ESP        2012        85.05    79.28    82.20
ESP        2013        85.48    79.82    82.70
ESP        2014        85.58    80.00    82.83
ESP        2015        85.35    79.81    82.61
ESP        2016        85.76    80.17    83.00
ESP        2017        85.66    80.24    82.99
ESP        2018        85.79    80.34    83.10
ESP        2019        86.16    80.73    83.49
ESP        2020        85.01    79.47    82.25
ESP        2021        85.79    80.15    83.00
ESP        2022        85.71    80.32    83.05
ESP        2023        86.33    81.07    83.75
EST        1959        71.98    64.41    68.67
EST        1960        73.02    64.68    69.33
EST        1961        73.28    65.07    69.64
EST        1962        73.18    65.59    69.84
EST        1963        73.54    65.30    69.88
EST        1964        74.04    66.30    70.64
EST        1965        74.25    66.30    70.71
EST        1966        74.28    66.21    70.66
EST        1967        74.72    66.35    70.98
EST        1968        74.46    65.91    70.61
EST        1969        74.43    65.37    70.27
EST        1970        74.56    65.51    70.40
EST        1971        74.78    65.68    70.60
EST        1972        74.64    65.44    70.38
EST        1973        74.66    66.01    70.69
EST        1974        75.06    65.85    70.81
EST        1975        74.75    64.91    70.12
EST        1976        74.40    64.53    69.74
EST        1977        74.49    64.65    69.83
EST        1978        74.54    64.31    69.66
EST        1979        74.21    64.15    69.41
EST        1980        74.27    64.21    69.47
EST        1981        74.13    64.11    69.34
EST        1982        74.72    64.58    69.86
EST        1983        74.84    64.36    69.79
EST        1984        74.28    64.60    69.64
EST        1985        74.49    64.66    69.78
EST        1986        75.10    66.17    70.91
EST        1987        75.06    66.29    70.92
EST        1988        75.02    66.44    70.97
EST        1989        74.89    65.69    70.50
EST        1990        74.91    64.70    69.92
EST        1991        74.97    64.47    69.79
EST        1992        74.77    63.51    69.16
EST        1993        74.08    62.48    68.22
EST        1994        72.99    60.82    66.74
EST        1995        74.35    61.62    67.82
EST        1996        75.59    64.43    70.03
EST        1997        75.93    64.54    70.25
EST        1998        75.44    64.28    69.84
EST        1999        76.11    65.16    70.68
EST        2000        76.32    65.60    71.02
EST        2001        76.51    65.15    70.84
EST        2002        77.19    65.56    71.37
EST        2003        77.28    66.45    71.92
EST        2004        77.96    66.72    72.38
EST        2005        78.29    67.57    73.03
EST        2006        78.59    67.64    73.19
EST        2007        78.76    67.46    73.15
EST        2008        79.40    68.89    74.28
EST        2009        80.02    69.97    75.17
EST        2010        80.51    70.83    75.88
EST        2011        80.97    71.30    76.35
EST        2012        81.13    71.33    76.43
EST        2013        81.30    72.71    77.26
EST        2014        81.47    72.29    77.10
EST        2015        81.78    73.08    77.66
EST        2016        81.85    73.19    77.75
EST        2017        82.27    73.66    78.19
EST        2018        82.39    73.87    78.34
EST        2019        82.71    74.41    78.79
EST        2020        82.72    74.37    78.74
EST        2021        81.35    72.72    77.15
EST        2022        82.25    73.59    78.06
EST        2023        83.05    74.48    78.96
EST        2024        83.43    75.07    79.44
FIN        1878        40.26    38.40    39.34
FIN        1879        46.08    43.72    44.91
FIN        1880        41.17    38.25    39.70
FIN        1881        39.02    36.40    37.70
FIN        1882        41.81    38.84    40.31
FIN        1883        44.39    41.14    42.75
FIN        1884        44.46    41.32    42.88
FIN        1885        42.50    40.07    41.28
FIN        1886        42.29    39.47    40.87
FIN        1887        46.69    44.37    45.54
FIN        1888        46.35    44.02    45.19
FIN        1889        46.35    43.50    44.92
FIN        1890        46.15    43.09    44.61
FIN        1891        43.97    41.27    42.61
FIN        1892        41.35    38.23    39.77
FIN        1893        45.00    41.75    43.35
FIN        1894        46.39    43.97    45.18
FIN        1895        49.24    45.99    47.61
FIN        1896        47.76    45.28    46.52
FIN        1897        49.43    46.78    48.11
FIN        1898        49.36    46.78    48.07
FIN        1899        45.64    43.07    44.35
FIN        1900        43.24    40.41    41.81
FIN        1901        44.16    41.54    42.84
FIN        1902        47.56    44.87    46.21
FIN        1903        48.03    45.12    46.56
FIN        1904        48.44    45.95    47.19
FIN        1905        47.60    44.52    46.05
FIN        1906        48.68    45.40    47.03
FIN        1907        48.59    45.35    46.96
FIN        1908        47.68    44.54    46.09
FIN        1909        50.18    47.20    48.69
FIN        1910        49.90    47.07    48.49
FIN        1911        50.44    47.03    48.72
FIN        1912        50.77    47.49    49.12
FIN        1913        50.78    47.32    49.04
FIN        1914        51.31    48.15    49.73
FIN        1915        51.13    47.99    49.56
FIN        1916        49.70    46.27    47.98
FIN        1917        48.39    44.74    46.54
FIN        1918        43.66    26.37    32.85
FIN        1919        45.35    40.38    42.81
FIN        1920        50.04    45.37    47.68
FIN        1921        54.76    50.06    52.40
FIN        1922        54.18    49.71    51.93
FIN        1923        54.91    50.07    52.48
FIN        1924        52.71    47.88    50.26
FIN        1925        55.95    50.83    53.36
FIN        1926        56.23    51.37    53.79
FIN        1927        54.39    49.32    51.83
FIN        1928        56.18    51.22    53.69
FIN        1929        53.88    48.82    51.32
FIN        1930        57.02    51.91    54.45
FIN        1931        57.27    52.47    54.86
FIN        1932        58.21    53.29    55.75
FIN        1933        58.12    52.69    55.39
FIN        1934        58.66    53.35    56.00
FIN        1935        59.94    54.78    57.36
FIN        1936        58.51    53.81    56.17
FIN        1937        59.77    54.33    57.04
FIN        1938        59.74    54.66    57.20
FIN        1939        59.78    50.02    54.62
FIN        1940        58.08    38.76    46.80
FIN        1941        60.66    37.04    46.42
FIN        1942        61.49    47.39    53.93
FIN        1943        61.92    51.05    56.28
FIN        1944        59.19    39.49    48.06
FIN        1945        60.78    52.90    56.81
FIN        1946        64.58    56.34    60.45
FIN        1947        64.58    56.44    60.51
FIN        1948        65.97    57.91    61.96
FIN        1949        66.14    57.66    61.89
FIN        1950        67.92    60.38    64.20
FIN        1951        68.83    62.26    65.63
FIN        1952        69.48    63.34    66.52
FIN        1953        69.76    63.25    66.60
FIN        1954        70.65    64.23    67.55
FIN        1955        70.66    63.84    67.34
FIN        1956        71.18    64.58    67.98
FIN        1957        70.60    64.11    67.45
FIN        1958        71.72    65.29    68.61
FIN        1959        72.16    65.24    68.79
FIN        1960        72.40    65.41    68.99
FIN        1961        72.24    65.60    69.01
FIN        1962        72.25    65.10    68.74
FIN        1963        72.69    65.52    69.18
FIN        1964        72.96    65.66    69.38
FIN        1965        72.86    65.30    69.13
FIN        1966        73.18    65.96    69.64
FIN        1967        73.59    65.93    69.82
FIN        1968        73.57    65.88    69.78
FIN        1969        73.57    65.64    69.65
FIN        1970        74.40    66.16    70.32
FIN        1971        74.32    65.91    70.15
FIN        1972        75.03    66.61    70.87
FIN        1973        75.68    66.97    71.36
FIN        1974        75.56    66.93    71.29
FIN        1975        76.14    67.43    71.84
FIN        1976        76.33    67.54    71.99
FIN        1977        76.96    67.96    72.51
FIN        1978        77.43    68.58    73.08
FIN        1979        77.55    68.98    73.36
FIN        1980        77.86    69.24    73.65
FIN        1981        78.11    69.62    73.96
FIN        1982        78.59    70.22    74.53
FIN        1983        78.36    70.25    74.44
FIN        1984        78.76    70.49    74.74
FIN        1985        78.52    70.15    74.42
FIN        1986        78.76    70.57    74.77
FIN        1987        78.71    70.67    74.80
FIN        1988        78.69    70.66    74.77
FIN        1989        78.90    70.87    74.97
FIN        1990        78.88    70.94    74.99
FIN        1991        79.32    71.33    75.40
FIN        1992        79.44    71.67    75.65
FIN        1993        79.48    72.11    75.88
FIN        1994        80.15    72.80    76.57
FIN        1995        80.21    72.81    76.60
FIN        1996        80.55    73.03    76.87
FIN        1997        80.51    73.43    77.06
FIN        1998        80.84    73.52    77.26
FIN        1999        81.03    73.74    77.45
FIN        2000        81.02    74.16    77.67
FIN        2001        81.54    74.58    78.14
FIN        2002        81.53    74.87    78.27
FIN        2003        81.81    75.13    78.53
FIN        2004        82.27    75.31    78.85
FIN        2005        82.30    75.53    78.97
FIN        2006        82.83    75.82    79.37
FIN        2007        82.86    75.87    79.39
FIN        2008        83.01    76.32    79.70
FIN        2009        83.11    76.48    79.83
FIN        2010        83.24    76.72    80.01
FIN        2011        83.54    77.19    80.40
FIN        2012        83.41    77.51    80.50
FIN        2013        83.82    77.86    80.87
FIN        2014        83.87    78.18    81.06
FIN        2015        84.15    78.54    81.37
FIN        2016        84.12    78.44    81.30
FIN        2017        84.22    78.72    81.50
FIN        2018        84.31    78.91    81.63
FIN        2019        84.52    79.18    81.87
FIN        2020        84.62    79.03    81.82
FIN        2021        84.48    79.15    81.82
FIN        2022        83.80    78.64    81.21
FIN        2023        84.20    78.97    81.57
FIN        2024        84.82    79.69    82.26
FRACNP     1816        41.12    39.08    40.10
FRACNP     1817        40.23    38.25    39.23
FRACNP     1818        39.10    38.12    38.60
FRACNP     1819        37.94    36.75    37.32
FRACNP     1820        39.98    38.62    39.28
FRACNP     1821        40.43    39.37    39.88
FRACNP     1822        39.04    37.72    38.37
FRACNP     1823        40.82    39.29    40.04
FRACNP     1824        39.97    38.50    39.21
FRACNP     1825        39.07    38.13    38.58
FRACNP     1826        38.33    37.31    37.80
FRACNP     1827        40.14    38.72    39.41
FRACNP     1828        38.31    36.94    37.60
FRACNP     1829        40.27    38.65    39.44
FRACNP     1830        40.37    38.93    39.63
FRACNP     1831        40.57    38.95    39.73
FRACNP     1832        36.54    35.27    35.87
FRACNP     1833        39.59    38.22    38.88
FRACNP     1834        35.81    34.42    35.09
FRACNP     1835        40.45    38.63    39.52
FRACNP     1836        42.79    41.24    42.00
FRACNP     1837        40.00    38.87    39.42
FRACNP     1838        40.01    38.75    39.37
FRACNP     1839        41.56    40.36    40.95
FRACNP     1840        41.17    39.68    40.41
FRACNP     1841        41.76    39.71    40.71
FRACNP     1842        40.91    39.18    40.03
FRACNP     1843        41.42    40.17    40.79
FRACNP     1844        42.97    41.71    42.33
FRACNP     1845        44.22    43.00    43.61
FRACNP     1846        41.32    40.09    40.70
FRACNP     1847        41.21    39.71    40.45
FRACNP     1848        41.13    39.54    40.33
FRACNP     1849        36.70    35.23    35.95
FRACNP     1850        44.00    42.63    43.31
FRACNP     1851        42.41    41.21    41.80
FRACNP     1852        41.95    40.76    41.35
FRACNP     1853        43.24    41.90    42.55
FRACNP     1854        37.02    35.36    36.16
FRACNP     1855        39.50    35.81    37.56
FRACNP     1856        41.32    39.13    40.19
FRACNP     1857        40.16    39.07    39.60
FRACNP     1858        40.06    39.38    39.71
FRACNP     1859        35.94    34.75    35.32
FRACNP     1860        43.87    42.85    43.35
FRACNP     1861        41.03    40.15    40.58
FRACNP     1862        43.31    42.11    42.70
FRACNP     1863        42.45    41.21    41.82
FRACNP     1864        42.78    41.37    42.06
FRACNP     1865        40.93    39.50    40.20
FRACNP     1866        42.57    41.11    41.82
FRACNP     1867        43.21    41.65    42.41
FRACNP     1868        41.19    39.43    40.29
FRACNP     1869        42.12    40.17    41.12
FRACNP     1870        38.47    34.77    36.52
FRACNP     1871        32.58    27.34    29.74
FRACNP     1872        43.63    41.44    42.50
FRACNP     1873        42.81    40.97    41.87
FRACNP     1874        45.28    43.36    44.29
FRACNP     1875        44.11    42.33    43.19
FRACNP     1876        44.72    42.53    43.59
FRACNP     1877        45.31    43.33    44.29
FRACNP     1878        44.42    42.37    43.37
FRACNP     1879        45.09    42.92    43.98
FRACNP     1880        43.81    41.84    42.79
FRACNP     1881        44.66    42.38    43.48
FRACNP     1882        44.41    41.93    43.14
FRACNP     1883        44.55    42.06    43.27
FRACNP     1884        43.78    41.23    42.46
FRACNP     1885        45.28    42.68    43.94
FRACNP     1886        44.49    41.91    43.17
FRACNP     1887        44.99    42.51    43.72
FRACNP     1888        45.68    42.71    44.15
FRACNP     1889        46.97    44.17    45.54
FRACNP     1890        44.84    42.11    43.43
FRACNP     1891        45.56    42.75    44.11
FRACNP     1892        45.03    42.18    43.56
FRACNP     1893        45.14    42.05    43.55
FRACNP     1894        47.15    43.93    45.49
FRACNP     1895        46.91    43.71    45.26
FRACNP     1896        49.13    45.94    47.49
FRACNP     1897        49.55    46.29    47.88
FRACNP     1898        47.69    44.40    46.01
FRACNP     1899        46.95    43.47    45.17
FRACNP     1900        46.95    43.34    45.10
FRACNP     1901        48.86    45.23    47.00
FRACNP     1902        49.77    46.28    47.98
FRACNP     1903        50.12    46.76    48.40
FRACNP     1904        49.78    46.43    48.07
FRACNP     1905        50.27    46.57    48.38
FRACNP     1906        49.67    45.89    47.73
FRACNP     1907        50.26    46.46    48.30
FRACNP     1908        51.30    47.40    49.29
FRACNP     1909        52.04    48.08    50.01
FRACNP     1910        53.33    49.47    51.35
FRACNP     1911        50.16    46.35    48.21
FRACNP     1912        53.73    49.48    51.55
FRACNP     1913        53.43    49.38    51.35
FRACNP     1914        53.29    46.51    50.12
FRACNP     1915        52.73    41.21    48.69
FRACNP     1916        52.39    41.93    48.82
FRACNP     1917        51.89    42.16    48.42
FRACNP     1918        42.97    33.84    39.95
FRACNP     1919        50.32    40.40    46.73
FRACNP     1920        53.71    49.61    51.71
FRACNP     1921        54.77    50.63    52.69
FRACNP     1922        56.85    52.94    54.89
FRACNP     1923        56.67    52.53    54.59
FRACNP     1924        57.40    53.02    55.19
FRACNP     1925        56.70    52.05    54.35
FRACNP     1926        56.18    51.77    53.96
FRACNP     1927        57.80    53.68    55.74
FRACNP     1928        57.56    53.28    55.41
FRACNP     1929        56.55    51.97    54.24
FRACNP     1930        59.31    54.32    56.80
FRACNP     1931        59.27    54.54    56.90
FRACNP     1932        59.73    54.72    57.22
FRACNP     1933        60.20    55.11    57.65
FRACNP     1934        61.20    55.45    58.30
FRACNP     1935        61.17    55.44    58.28
FRACNP     1936        61.71    55.84    58.76
FRACNP     1937        62.13    56.13    59.11
FRACNP     1938        62.03    55.88    58.93
FRACNP     1939        62.60    56.52    59.55
FRACNP     1940        59.04    52.65    55.84
FRACNP     1941        61.22    53.48    57.45
FRACNP     1942        61.81    54.56    58.31
FRACNP     1943        61.80    54.65    58.41
FRACNP     1944        59.60    48.35    54.18
FRACNP     1945        60.30    53.66    57.03
FRACNP     1946        64.96    59.65    62.36
FRACNP     1947        66.65    61.13    63.95
FRACNP     1948        68.73    62.72    65.78
FRACNP     1949        67.52    62.16    64.90
FRACNP     1950        69.19    63.43    66.38
FRACNP     1951        68.90    63.17    66.09
FRACNP     1952        70.22    64.41    67.39
FRACNP     1953        70.23    64.29    67.32
FRACNP     1954        71.21    65.03    68.19
FRACNP     1955        71.54    65.23    68.44
FRACNP     1956        71.67    65.17    68.46
FRACNP     1957        72.21    65.49    68.89
FRACNP     1958        73.23    66.85    70.11
FRACNP     1959        73.36    66.86    70.17
FRACNP     1960        73.61    67.02    70.36
FRACNP     1961        74.37    67.46    70.96
FRACNP     1962        73.90    66.99    70.47
FRACNP     1963        73.81    66.81    70.32
FRACNP     1964        74.82    67.68    71.28
FRACNP     1965        74.72    67.47    71.11
FRACNP     1966        75.18    67.82    71.51
FRACNP     1967        75.20    67.79    71.50
FRACNP     1968        75.22    67.76    71.48
FRACNP     1969        75.05    67.41    71.20
FRACNP     1970        75.81    68.37    72.09
FRACNP     1971        75.88    68.31    72.07
FRACNP     1972        76.19    68.48    72.31
FRACNP     1973        76.32    68.69    72.47
FRACNP     1974        76.75    68.93    72.80
FRACNP     1975        76.87    69.02    72.90
FRACNP     1976        77.20    69.15    73.12
FRACNP     1977        77.84    69.70    73.73
FRACNP     1978        77.96    69.82    73.85
FRACNP     1979        78.28    70.05    74.12
FRACNP     1980        78.40    70.15    74.23
FRACNP     1981        78.50    70.37    74.40
FRACNP     1982        78.89    70.71    74.77
FRACNP     1983        78.82    70.73    74.74
FRACNP     1984        79.35    71.14    75.22
FRACNP     1985        79.45    71.24    75.31
FRACNP     1986        79.71    71.50    75.58
FRACNP     1987        80.29    72.03    76.15
FRACNP     1988        80.48    72.32    76.40
FRACNP     1989        80.66    72.45    76.54
FRACNP     1990        80.97    72.72    76.84
FRACNP     1991        81.17    72.88    77.01
FRACNP     1992        81.45    73.15    77.29
FRACNP     1993        81.46    73.25    77.35
FRACNP     1994        81.88    73.64    77.77
FRACNP     1995        81.90    73.83    77.87
FRACNP     1996        82.05    74.06    78.06
FRACNP     1997        82.30    74.51    78.42
FRACNP     1998        82.41    74.72    78.59
FRACNP     1999        82.51    74.94    78.75
FRACNP     2000        82.80    75.24    79.05
FRACNP     2001        82.94    75.43    79.23
FRACNP     2002        83.03    75.70    79.42
FRACNP     2003        82.95    75.81    79.42
FRACNP     2004        83.86    76.67    80.34
FRACNP     2005        83.83    76.72    80.34
FRACNP     2006        84.18    77.16    80.75
FRACNP     2007        84.39    77.38    80.96
FRACNP     2008        84.34    77.58    81.04
FRACNP     2009        84.44    77.74    81.16
FRACNP     2010        84.67    77.99    81.41
FRACNP     2011        85.01    78.40    81.79
FRACNP     2012        84.86    78.46    81.73
FRACNP     2013        85.05    78.73    81.97
FRACNP     2014        85.45    79.23    82.42
FRACNP     2015        85.16    78.98    82.14
FRACNP     2016        85.35    79.28    82.39
FRACNP     2017        85.31    79.40    82.43
FRACNP     2018        85.44    79.53    82.55
FRACNP     2019        85.57    79.74    82.72
FRACNP     2020        85.13    79.17    82.19
FRACNP     2021        85.29    79.26    82.32
FRACNP     2022        85.14    79.36    82.29
FRACNP     2023        85.64    80.01    82.88
FRATNP     1816        41.12    39.08    40.10
FRATNP     1817        40.23    38.25    39.23
FRATNP     1818        39.10    38.12    38.60
FRATNP     1819        37.94    36.75    37.32
FRATNP     1820        39.98    38.62    39.28
FRATNP     1821        40.43    39.37    39.88
FRATNP     1822        39.04    37.72    38.37
FRATNP     1823        40.82    39.29    40.04
FRATNP     1824        39.97    38.50    39.21
FRATNP     1825        39.07    38.13    38.58
FRATNP     1826        38.33    37.31    37.80
FRATNP     1827        40.14    38.72    39.41
FRATNP     1828        38.31    36.94    37.60
FRATNP     1829        40.27    38.65    39.44
FRATNP     1830        40.37    38.93    39.63
FRATNP     1831        40.57    38.95    39.73
FRATNP     1832        36.54    35.27    35.87
FRATNP     1833        39.59    38.22    38.88
FRATNP     1834        35.81    34.42    35.09
FRATNP     1835        40.45    38.63    39.52
FRATNP     1836        42.79    41.24    42.00
FRATNP     1837        40.00    38.87    39.42
FRATNP     1838        40.01    38.75    39.37
FRATNP     1839        41.56    40.36    40.95
FRATNP     1840        41.17    39.68    40.41
FRATNP     1841        41.76    39.71    40.71
FRATNP     1842        40.91    39.18    40.03
FRATNP     1843        41.42    40.17    40.79
FRATNP     1844        42.97    41.71    42.33
FRATNP     1845        44.22    43.00    43.61
FRATNP     1846        41.32    40.09    40.70
FRATNP     1847        41.21    39.71    40.45
FRATNP     1848        41.13    39.54    40.33
